id	sector	region	north	centre	south_isl	rel_weight	age	group	individual_first_shr	foreign_first_shr	decentr_manag	employees	RD_empl_share	grad_empl_share	labour_flex	age_ceo	female_ceo	fam_ceo	prod_inn	proc_inn	patent	RD_inv	direct_export	dir_export_share	dir_export_eu	dir_export_outside_eu	import_goods	import_share_goods	import_goods_china_india	deloc_fdi	deloc_fdi_share	deloc_fdi_china_india	qual_cert	competitors_from_abroad	widened_prod_range	increase_margins	external_financing	local_bank	national_bank	foreign_bank	banks_number	credit_requested	credit_denied	totalassets	sales	addedvalue	ebit	roa	roi	ros	roe	leverage	tfp_va	dimensione	areageo	sector2
9313	24	1	1	0	0	.6736162	47	0	0	0	0	140	0	0	1	4	0	1	0	1	0	1	1	10	1	1	1	.25	0	0	0	0	1	1	0	0	0	0	1	0	3	0	0	13874	19770	6545	752	.0567248	.0542021	.0380374	.1209095	2.13151	-.0513883	2	0	4
9330	23	1	1	0	0	1.051953	39	0	1	0	0	34	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	7630	5646	1860	250	.0242464	.0327654	.0442791	.0570284	2.352035	-.0474922	1	0	3
7666	20	1	1	0	0	.5223962	155	1	0	0	0	70	0	0	1	3	0	1	0	1	0	1	1	40	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	30	0	0	61367	38985	6602	1845	.0163443	.030065	.0473259	.039281	2.403345	.3856941	1	0	3
7669	10	1	1	0	0	1.162582	30	0	1	0	0	42	0	0	1	4	0	1	0	0	0	0	1	25	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	7	0	0	5417	7019	1260	128	-.007938	.0236293	.0182362	-.0714286	8.998339		1	0	0
9321	25	1	1	0	0	1.113938	42	0	0	0	0	26	0	0	1	5	1	1	0	0	0	0	1	20	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	5	0	0	2632	1973	1047	92	-.0136778	.0349544	.0466295	-.1046512	7.651163		1	0	4
7282	10	1	1	0	0	1.162582	18	0	1	0	0	11	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1415	3087	1146	511	.3477032	.3611307	.1655329	1.029289	2.960251	.6615165	0	0	0
7657	28	1	1	0	0	.9462538	16	0	1	0	0	35	70	0	1	4	0	1	1	0	1	1	1	75	1	1	1	2	1	0	0	0	0	1	1	0	1	1	1	1	9	0	0	5519	6608	1887	160	-.0072477	.0289908	.0242131	-.0739372	10.20148	-.1096837	1	0	7
9370	25	1	1	0	0	1.113938	25	0	1	0	1	41	5	2	1	4	0	1	1	1	0	1	1	100	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	2	1	0	2571	4456	1820	221	.0882925	.0859588	.049596	.1963668	2.224048		1	0	4
8588	28	1	1	0	0	.9462538	31	0	1	0	0	20	0	0	0	6	0	1	1	0	1	1	1	40	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	3	0	0	1753	2336	763	68	.0239589	.0387906	.0291096	.0785047	3.276635		1	0	7
7281	14	1	1	0	0	1.125092	18	0	1	0	0	16	0	0	1	5	0	1	1	0	1	1	1	10	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	3	0	0	1346	1981	682	74	.0237741	.0549777	.0373549	.1509434	6.349057	-.2854836	1	0	1
9414	25	1	1	0	0	1.113938	12	0	1	0	0	14	0	0	0	5	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	4	1	0	3031	2806	1120	314	.0903992	.1035962	.1119031	.4551495	5.034883	-.0167556	0	0	4
7287	13	1	1	0	0	1.125092	11	0	1	0	0	25	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	2	1	1	1220	1859	693	64	-.0098361	.052459	.0344271	-.4444444	45.18518		1	0	1
7662	30	1	1	0	0	1.14242	13	0	1	0	0	42	0	0	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2961	7309	1520	429	.1431949	.1448835	.0586948	.745167	5.203866	-.1763397	1	0	6
6919	25	1	1	0	0	1.113938	77	0	1	0	1	20	0	0	1	5	0	1	0	1	0	0	1	20	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	0	1643	1214	407	9	-.0231284	.0054778	.0074135	-.0705009	3.048238	-.7131211	1	0	4
7278	32	1	1	0	0	1.04403	12	0	1	0	0	18	0	0	1	4	0	1	1	1	1	1	1	20	1	1	1	4	0	0	0	0	1	0	1	0	1	0	1	0	7	0	0	3391	3809	1292	563	.1480389	.1660277	.1478078	.4162521	2.811774	-.0603723	1	0	9
9412	28	1	1	0	0	.9462538	14	0	1	0	0	30	0	0	1	5	0	0	0	1	0	0	1	20	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	14309	20446	4006	2177	.1566147	.152142	.1064756	.3177822	2.02907	.4368382	1	0	7
8582	25	1	1	0	0	1.113938	31	0	1	0	0	16	0	0	1	5	0	0	0	0	0	0	1	20	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	3	0	0	1271	1926	715	126	.0857592	.0991345	.0654206	.2691358	3.138272	-.2461711	1	0	4
9325	25	1	1	0	0	1.113938	40	0	1	0	0	26	0	0	1	4	1	1	0	1	0	0	1	50	1	1	1	32	0	0	0	0	1	1	1	0	1	1	1	0	4	0	0	3402	3134	1304	59	.0102881	.0173427	.0188258	.0178663	1.7366		1	0	4
7654	23	1	1	0	0	1.051953	18	0	0	0	0	25	0	0	1	5	0	1	0	0	0	0	0	0	0	0	1	70	0	0	0	0	1	0	0	0	0	1	1	0	6	0	0	18541	13353	2758	1218	.0467612	.0656922	.0912155	.0854103	1.82652	.206571	1	0	3
9712	16	1	1	0	0	1.368167	14	0	1	0	0	10	0	0	1	5	0	1	1	0	0	0	0	0	0	0	1	12.5	0	0	0	0	1	0	0	1	1	0	1	0	5	1	1	2305	1979	390	92	-.0013015	.0399132	.0464881	-.0225564	17.33083	-.7555953	0	0	2
9322	22	1	1	0	0	.8698483	42	1	0	0	0	50	0	0	1	4	1	0	0	0	0	0	1	15	1	1	1	32	0	0	0	0	1	0	1	0	1	1	1	0	8	0	0	22688	26533	4255	604	.0140162	.026622	.0227641	.0289328	2.064234	.1847674	1	0	3
9717	28	1	1	0	0	.9090767	59	0	1	0	0	62	0	0	1	4	0	1	1	0	1	1	1	63	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	9	0	0	11826	14105	3685		.0842212			.2411622	2.863438	.0923671	1	0	7
7645	22	1	1	0	0	.9394823	28	0	1	0	0	17	0	0	1	4	0	1	1	1	0	0	1	35	1	0	1	7	0	0	0	0	0	1	1	0	1	1	1	1	5	1	0	2330	2364	648	42	-.0081545	.0180258	.0177665	-.2087912	25.60439	-.5671069	1	0	3
6920	22	1	1	0	0	.9394823	57	0	1	0	0	11	0	0	1	4	0	1	1	0	0	0	1	20	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	2	0	0	744	1516	393	25	.0349462	.0336022	.0164908	.0881356	2.522034	-.3564517	0	0	3
7640	25	1	1	0	0	1.113938	33	0	1	0	0	23	0	0	1	5	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	3	0	0	2110	3037	1076	150	.0526066	.0710901	.0493908	.1989247	3.781362		1	0	4
7635	29	1	1	0	0	.3338073	59	0	1	0	1	350	0	0	1	5	0	1	1	1	1	1	1	70	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	7	1	1	101898	130712	24975	6274	.0486565	.0615714	.0479987	.1879383	3.862553	.5368153	2	0	6
9351	25	1	1	0	0	.6736162	38	0	1	0	1	60	0	0	1	5	1	1	1	1	0	1	1	40	1	0	1	.5	1	0	0	0	1	1	1	0	0	0	1	0	3	0	0	6439	7784	3480	1113	.1548377	.1728529	.1429856	.3735482	2.412514	.025221	1	0	4
8595	28	1	1	0	0	.9462538	16	1	0	0	0	20	0	0	1	3	1	0	1	1	1	1	1	12	1	1	1	1.2	0	0	0	0	1	0	1	1	1	1	1	0	6	1	0	5537	6050	1113	396	.0254651	.0715189	.0654545	.1769134	6.947302		1	0	7
7289	28	1	1	0	0	.9462538	8	0	1	0	0	18	0	0	1	5	0	0	1	0	0	1	1	15	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	7	0	0	3031	2887	944	160	.0075883	.0527879	.0554209	.0891473	11.74806	-.2434923	1	0	7
7283	13	1	1	0	0	1.125092	18	1	0	0	1	38	0	0	1	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	4	0	0	3157	3930	2072	148	.0373773	.04688	.037659	.0787191	2.106071		1	0	1
6948	10	1	1	0	0	1.162582	6	0	1	0	0	12	0	0	0	4	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	6	1	0	3490	3068	453	-143	-.0830946	-.0409742	-.0466102	-1.223629	14.72574	-.7971582	0	0	0
9727	16	1	1	0	0	1.368167	25	0	1	0	1	15	0	0	0	4	0	1	0	1	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	4014	7804	1097		.019432			.148289	7.631179	-.1269693	0	0	2
7646	28	1	1	0	0	.9090767	28	0	1	0	0	70	9	2	1	6	0	1	0	1	1	1	1	93	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	5	0	0	22747	19952	8346	5198	.2482965	.2285136	.2605253	.3949098	1.590477	.7068737	1	0	7
7651	17	1	1	0	0	1.125092	20	1	0	0	0	27	0	0	1	6	0	1	0	0	0	0	1	90	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	5	0	0	11287	15212	2478	430	.013201	.0380969	.0282672	.0482669	3.656301	.3897682	1	0	2
7285	28	1	1	0	0	.9462538	46	0	0	0	1	36	0	0	1	3	0	0	1	1	1	1	1	70	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	5	1	1	9005	3117	1246	-100	-.0445308	-.0111049	-.0320821	-.166736	3.744283		1	0	7
8596	22	1	1	0	0	.9394823	27	0	1	0	0	24	0	0	0	4	0	1	1	0	0	0	1	30	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	2	0	0	2851	4511	1252	366	.12557	.128376	.081135	.2333768	1.85854		1	0	3
6937	25	1	1	0	0	1.113938	15	0	1	0	0	40	0	0	1	4	0	1	1	1	1	1	1	20	1	0	1	3	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1476	2528	1161	-127	-.0894309	-.0860434	-.0502373	-.4061539	4.541538	-.3445791	1	0	4
9409	22	1	1	0	0	.2018275	15	1	0	1	0	500	0	0	1	5	0	0	1	1	0	0	1		0	0	1	.21	0	0	0	0	1	1	0	0	1	1	1	1	3	0	0	86293	134359	34430	-392	-.005574	-.0045427	-.0029176	-.0132161	2.371012	.3765054	2	0	3
7086	22	1	1	0	0	.9394823	7	1	1	0	0	14	0	0	1	5	0	0	1	1	0	1	1	5	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1761	2614	762	129	.0454287	.0732538	.0493497	.8510638	18.73404	-.3036666	0	0	3
9348	25	1	1	0	0	.6736162	32	0	1	0	0	63	0	0	1	3	0	1	0	1	0	1	1	20	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	6	0	0	8682	7730	3231	57	-.0176227	.0065653	.0073739	-.0618432	3.509297	-.0226582	1	0	4
6942	22	1	1	0	0	.2018275	12	0	0	0	0	323	0	10	1	4	0	1	0	0	1	1	1	87	1	1	1	7	0	1	.1	1	1	1	0	0	1	0	1	0	6	0	0	74514	51316	21833	2455	.0201975	.0329468	.0478408	.0770609	3.815361	.5155261	2	0	3
9376	25	1	1	0	0	.6736162	50	0	1	0	0	50	0	0	1	6	0	1	1	0	0	1	1	13	1	1	1	.04	0	0	0	0	1	1	1	0	1	0	1	0	4	0	0	4363	4513	2321	45	-.0066468	.010314	.0099712	-.0517857	7.791071		1	0	4
9306	28	1	1	0	0	.9462538	74	0	1	0	0	29	0	0	1	5	0	1	1	0	1	1	1	25	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	4	0	0	3054	3204	1193	176	.0307793	.0576293	.0549313	.1814672	5.895753	-.2727675	1	0	7
7644	17	1	1	0	0	1.125092	26	0	1	0	0	12	0	0	0	4	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	5	0	0	1614	2226	552	119	.0477076	.0737299	.0534591	.2646048	5.546392	-.0610178	0	0	2
7665	28	1	1	0	0	.9462538	6	0	1	0	0	19	0	0	1	4	0	1	0	1	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	4	0	0	1468	2833	596	103	.0333787	.0701635	.0363572	.8448276	25.31034	-.3244002	1	0	7
7664	18	1	1	0	0	.3101063	42	0	0	0	0	330	10	10	1	6	0	1	1	1	0	1	1	50	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	8	0	0	53718	57143	13235	380	-.0710376	.007074	.00665	-.3783462	5.325996	-.0676904	2	0	2
9349	25	1	1	0	0	1.113938	30	0	1	0	0	29	0	0	1	4	0	1	1	1	0	0	1	30	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	2	0	0	3416	5039	1551	101	.0254684	.0295667	.0200437	.0759825	2.983406		1	0	4
9714	25	1	1	0	0	1.113938	10	0	1	0	0	45	0	0	1	4	0	1	0	0	0	1	1	10	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	3	1	0	2445	3616	1927	149	.0396728	.0609407	.0412058	.3255033	8.204698		1	0	4
9316	10	1	1	0	0	.7533811	45	0	1	0	0	93	0	0	1	4	0	1	1	0	0	0	1	2	1	1	1	15.6	0	0	0	0	1	0	1	0	1	1	1	0	12	0	0	25340	34266	6105	819	.0183899	.0323204	.0239012	.0499625	2.716844	.1589429	1	0	0
9420	13	1	1	0	0	1.125092	10	1	0	1	1	20	0	0	1	4	0	0	1	1	0	1	1	1	1	0	1	36	0	0	0	0	1	0	1	0	0	1	1	1	2	0	0	3217	5941	1275	48	-.0074604	.0149207	.0080794	-.0839161	11.24825	.1209245	1	0	1
9311	24	1	1	0	0	.6736162	49	1	0	1	1	189	0	0	1	5	0	0	0	0	0	0	1	37	1	1	1	16.06	0	0	0	0	1	1	0	0	0	1	1	1	4	0	0	64214	102917	16806	7050	.113807	.1097891	.0685018	.1680811	1.476897	.2710495	2	0	4
7286	14	1	1	0	0	1.125092	29	0	1	0	0	29	0	0	1	4	0	1	1	0	0	1	1	50	1	1	1	12	0	0	0	0	0	1	1	0	1	1	1	0	5	0	0	2902	4188	957	89	-.0065472	.0306685	.0212512	-.1091954	16.67816	-.3584574	1	0	1
6930	22	1	1	0	0	.9394823	29	0	1	0	0	18	0	0	0	4	0	1	1	1	0	1	1	30	0	1	1	6	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	2736	2968	979	144	.0332602	.0526316	.0485175	.0928571	2.791837	-.1316867	1	0	3
9371	18	1	1	0	0	1.125092	31	0	1	0	0	20	0	0	0	5	0	1	1	1	0	1	0	0	0	0	1	10	1	0	0	0	0	0	1	0	0	1	1	0	8	0	0	22327	22869	1271	545	.0015676	.0244099	.0238314	.0052114	3.324449	-.3673213	1	0	2
9427	26	1	1	0	0	1.051953	8	1	1	0	0	30	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	380	1142	765		-.0447368			-1.545455	34.54546	-.3228399	1	0	5
9440	28	1	1	0	0	.9462538	4	1	0	0	0	40	0	0	1	4	0	1	1	1	0	1	1	50	1	1	1	50	1	1	1	1	1	1	1	1	0	0	1	0	4	0	0	63142	78033	5275	1445	.0694308	.0228849	.0185178	.2366276	3.408107	.1888789	1	0	7
6926	32	1	1	0	0	1.04403	32	0	1	0	0	25	0	0	1	5	0	0	0	0	0	0	1	60	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	1	1	3431	2694	866	208	.0238997	.0606237	.0772086	.1109608	4.64276	-.6345299	1	0	9
7284	13	1	1	0	0	1.125092	12	0	1	0	0	28	0	0	1	5	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	5	0	0	2237	2689	1407	147	.0362092	.065713	.0546672	.6044776	16.69403	.0292598	1	0	1
9360	27	1	1	0	0	1.051953	27	0	1	0	0	43	0	0	1	2	0	1	1	1	0	1	1	25	1	0	1	28	0	0	0	0	1	0	1	0	1	1	1	0	6	0	0	6521	6521	1996	337	.0435516	.0516792	.0516792	.0864799	1.985688		1	0	5
7660	10	1	1	0	0	1.162582	14	0	1	0	0	22	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	2875	5747	759	-4	-.0083478	-.0013913	-.000696	-.0136908	1.640046	-.5216905	1	0	0
9381	26	1	1	0	0	1.051953	23	0	1	0	0	24	0	0	1	4	0	1	1	1	0	1	0	0	0	0	1	10	0	0	0	0	1	0	1	1	0	1	1	0	3	0	0	2155	2057	1171	255	.1183295	.1183295	.1239669	.2073171	1.752033	-.2344894	1	0	5
9437	22	1	1	0	0	.9394823	6	0	1	0	0	20	0	0	1	5	0	0	0	1	1	1	1	10	1	0	1	48	1	0	0	0	1	1	0	0	1	1	1	0	5	1	1	7455	5944	1430	239	-.00778	.032059	.0402086	-.1336406	17.17742	-.0673028	1	0	3
9439	29	1	1	0	0	1.14242	4	0	1	0	0	12	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	889	1390	571	-87	-.1271091	-.0978628	-.0625899	-2.825	22.225	-.0895556	0	0	6
9358	25	1	1	0	0	1.113938	27	0	1	0	0	26	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	2	1	1	936	1372		-129	-.1378205	-.1378205	-.0940233	-1.151786	8.357142		1	0	4
9434	24	1	1	0	0	.6736162	32	1	0	0	0	205	0	0	0	5	0	0	1	1	0	1	1	25	1	1	1	24	0	0	0	0	1	0	1	0	0	0	1	0	3	0	0	26067	15363	2676	-12984	-.525492	-.4981011	-.8451474	-1.681974	3.200761	-1.405301	2	0	4
7647	10	1	1	0	0	.7533811	26	0	1	0	1	72	0	0	1	5	0	0	1	1	0	1	1	30	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	4	0	0	5809	9124	1747	123	.0034429	.021174	.0134809	.0080678	2.343284	-.6697782	1	0	0
9406	26	1	1	0	0	1.051953	26	0	1	0	0	40	10	5	1	4	0	0	1	1	0	1	0	0	0	0	1	.5	0	0	0	0	0	0	1	0	1	1	1	0	7	0	0	2523	2537	504	131	.0198177	.0519223	.0516358	.4587156	23.14679	-.576777	1	0	5
9368	28	1	1	0	0	.9462538	30	0	1	0	0	17	0	0	1	4	0	1	1	0	0	1	1	50	1	1	1	10.5	0	0	0	0	0	1	1	0	0	1	1	0	3	0	0	3577	2773	1064	342	.0989656	.0956108	.1233321	.2039171	2.060484	-.1308861	1	0	7
9342	32	1	1	0	0	.8908401	32	0	1	0	0	100	1	0	1	6	0	0	1	0	0	1	0	0	0	0	1	1.25	0	0	0	0	1	1	0	0	1	0	1	0	9	0	0	13781	15024	4259	723	.0208983	.0524635	.048123	.1065089	5.096524	-.1991091	1	0	9
9718	17	1	1	0	0	1.125092	31	0	1	0	0	10	0	0	1	5	0	1	0	0	0	0	1	5	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	4	0	0	424	732	318	29	.0306604	.0683962	.0396175	-.1547619	-5.047619	-.2165051	0	0	2
9435	22	1	1	0	0	.2018275	5	1	0	0	0	290	3	8	1	4	0	0	1	1	1	1	1	35	1	0	1	18	0	0	0	0	1	1	0	0	0	0	1	0	2	0	0	28390	57082	12056	1284	.0248327	.0452272	.022494	.1835938	7.393229	.2991462	2	0	3
9328	32	1	1	0	0	1.04403	39	0	1	0	0	33	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3927	2624	966	32	.0045837	.0081487	.0121951	.0073952	1.613394	-.7632254	1	0	9
8594	25	1	1	0	0	1.113938	17	0	1	0	0	24	0	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1579	1602	971	126	.060798	.0797973	.0786517	.1465649	2.410687		1	0	4
9389	27	1	1	0	0	1.051953	28	0	1	0	0	24	0	0	1	4	0	0	1	0	0	0	0	0	0	0	1	25	1	0	0	0	1	0	1	0	0	0	1	0	2	0	0	3983	3818	1351	-309	-.1149887	-.0775797	-.0809324	-2.42328	21.07407	-.1999992	1	0	5
7277	13	1	1	0	0	.8863056	24	0	0	0	0	80	40	15	1	5	0	1	1	1	0	1	1	60	1	1	1	4.5	1	0	0	0	0	1	1	1	1	1	1	0	10	0	0	11592	17201	3999	159	.009403	.0137164	.0092436	.0271956	2.892215	.025392	1	0	1
9315	25	1	1	0	0	1.113938	49	0	1	0	1	15	0	0	1	5	1	1	0	0	0	0	1	5	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	2999	2318	827	229	.0936979	.0763588	.0987921	.153804	1.641489	.0749388	0	0	4
7659	31	1	1	0	0	1.04403	15	0	1	0	0	16	0	0	0	2	0	1	0	0	0	1	1	5	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	5	0	0	2370	2654	700	258	.1	.1088608	.0972118	.75	7.5	-.4741194	1	0	8
9401	25	1	1	0	0	1.113938	17	0	1	0	0	22	0	0	0	5	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	3	1	0	792	888	679	55	.0239899	.0694444	.0619369	.4222222	17.6	-.3052953	1	0	4
6940	18	1	1	0	0	1.125092	13	0	0	0	0	15	0	0	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	4	1	0	849	595	279	11	-.0153121	.0129564	.0184874	-.0955882	6.242647	-1.016626	0	0	2
7279	13	1	1	0	0	.8863056	48	0	1	0	0	64	0	0	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	26382	50632	6345	243	.004776	.0092108	.0047993	.0132827	2.781151	.1779414	1	0	1
8593	25	1	1	0	0	1.113938	37	0	1	0	0	29	0	0	1	7	0	1	1	0	0	1	1	50	1	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	3	0	0	1016	1444	683	76	.0354331	.0748032	.0526316	.2208589	6.233129	-.0729254	1	0	4
9403	25	1	1	0	0	1.113938	16	1	0	0	0	15	0	0	0	3	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	8	0	0	13689	13298	1214	498	.0139528	.0363796	.0374492	.0525303	3.764852	-.3154572	0	0	4
9402	25	1	1	0	0	1.113938	17	0	1	0	0	39	0	0	1	4	0	1	1	1	1	1	1	35	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	6	0	0	9101	9216	2135	326	.0302165	.0358202	.0353733	.298913	9.892391		1	0	4
9432	28	1	1	0	0	.9462538	37	0	1	0	1	34	0	0	1	6	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	3	1	0	5462	5130	1780	273	.0276456	.0499817	.0532164	.2972441	10.75197	-.148734	1	0	7
9339	28	1	1	0	0	.9462538	33	0	1	0	0	18	0	0	1	5	0	1	1	0	0	0	0	0	0	0	1	15	0	0	0	0	1	1	1	0	1	0	1	0	4	0	0	2851	3076	1005	214	.0235005	.0750614	.0695709	.2087227	8.88162	-.1647028	1	0	7
7268	13	1	1	0	0	.8863056	49	0	1	0	0	100	0	0	1	7	0	1	0	1	0	0	1	32	1	0	1	12	0	0	0	0	0	1	0	0	0	1	1	0	6	0	0	11497	13722	2295		-.1428199			-.3443792	2.411283		1	0	1
9711	25	1	1	0	0	1.113938	19	0	1	0	0	17	0	0	1	4	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	2	1	0	4375	2152	968	250	.0182857	.0571429	.116171	.0655738	3.586066	-.1377338	1	0	4
9725	28	1	1	0	0	.9462538	26	0	1	0	0	12	0	0	0	5	0	1	1	0	0	1	1	70	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	3	1	1	2795	1712	717	77	-.0067979	.0275492	.0449766	-.0282318	4.153046	-.1985303	0	0	7
6931	25	1	1	0	0	1.113938	26	0	0	0	0	21	0	0	0	4	0	0	0	0	0	0	1	20	1	1	1	6.25	0	0	0	0	0	1	0	0	0	1	1	0	4	0	0	3530	5893	882	164	.0405099	.0464589	.0278296	.0659898	1.62898	-.2576315	1	0	4
9411	32	1	1	0	0	1.051953	14	0	1	0	0	12	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	2852	6593	1250	300	.1051893	.1051893	.0455028	.4878049	4.637398	.1160162	0	0	9
7275	20	1	1	0	0	.8400642	31	0	1	0	0	32	6	6	1	5	0	1	1	1	0	1	1	30	1	1	1	70	1	0	0	0	1	1	1	0	0	1	1	1	4	0	0	8370	8183	1481	332	.0264038	.0396655	.0405719	.0709243	2.686136	-.2254973	1	0	3
9312	26	1	1	0	0	.3845318	50	1	0	1	0	265	0	0	1	4	0	0	1	1	0	1	0	0	0	0	1	30	1	0	0	0	1	1	1	0	0	0	1	1	2	0	0	36517	99188	33950	2187	.0631487	.0598899	.022049	.0979651	1.55134	1.103589	2	0	5
8587	22	1	1	0	0	.9394823	31	0	1	0	0	14	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	1524	1905	596	85	.0223097	.0557743	.0446194	.1596244	7.15493	-.3707088	0	0	3
9334	25	1	1	0	0	1.113938	74	0	1	0	0	32	0	0	1	5	1	1	1	1	0	1	1	20	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	5	0	0	5433	4603	1287	117	.0055218	.0215351	.0254182	.0124844	2.260924	-.276803	1	0	4
9373	25	1	1	0	0	1.113938	24	0	1	0	0	28	0	0	1	3	1	0	0	1	0	1	1	20	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	3	0	0	2707	2533	1520	194	.0439601	.0716661	.076589	.1401649	3.188457		1	0	4
6943	31	1	1	0	0	1.04403	12	0	1	0	1	20	0	0	1	5	0	1	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5	0	0	932	1648	650	-26	-.0439914	-.027897	-.0157767	-.2146597	4.879581	-.5141256	1	0	8
9715	25	1	1	0	0	.6736162	10	0	1	0	0	100	0	0	1	4	0	1	0	0	0	0	1	15	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	6	1	0	5084	10956	3456	270	.0336349	.0531078	.024644	1.248175	37.10949		1	0	4
9340	16	1	1	0	0	1.368167	33	0	1	0	0	11	0	0	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	1029	1415	448	71	.0651118	.068999	.0501767	.1133672	1.741117	-.5173646	0	0	2
